,True_Class,Pred_Class,C2,noise_level,experiment,fd_order,ratio,threshold_approx_uniq,threshold_exact_uniq,threshold_approx_nonuniq,threshold_exact_nonuniq,sv_max,sv_min,C,C1,Correct_Classification
58,non unique,,88.34735998403505,0.01,linear_nonunique_1,10.0,0.12337865622328682,0.018121502056474545,0.0,0.0020412193512575577,0.22291931524831518,2407.1795623007147,296.99457968482193,1565.3744889667414,4696.123466900224,False
59,non unique,,88.34735998403505,0.01,linear_nonunique_1,12.0,0.13540029408019022,0.018121502056474604,0.0,0.002041219351257372,0.2430096370784215,2255.3824106211873,305.3794416613971,1565.3744889667414,4696.123466900224,False
60,non unique,,747.9165532947899,0.1,linear_nonunique_1,2.0,0.4026292669023897,0.1322033172941489,0.0,0.005344877042994479,1.0,3715.162382749036,1495.8331065895798,1857.581191374518,5572.743574123554,False
61,non unique,,747.9165532947899,0.1,linear_nonunique_1,4.0,0.41117768322228565,0.1322033633365345,0.0,0.005344753518332986,1.0,4106.801031973505,1688.6249337817576,1857.581191374518,5572.743574123554,False
62,non unique,,747.9165532947899,0.1,linear_nonunique_1,6.0,0.3890788183610751,0.1322033635439257,0.0,0.005344752961934298,1.0,4344.071527535951,1690.1862168096782,1857.581191374518,5572.743574123554,False
63,non unique,,747.9165532947899,0.1,linear_nonunique_1,8.0,0.3642955888550254,0.13220336354485987,0.0,0.005344752959428112,1.0,4494.5005874655935,1637.326738120036,1857.581191374518,5572.743574123554,False
64,non unique,,747.9165532947899,0.1,linear_nonunique_1,10.0,0.34075193436562273,0.13220336354486406,0.0,0.005344752959416822,1.0,4595.868511084393,1566.0510852420612,1857.581191374518,5572.743574123554,False
65,non unique,,747.9165532947899,0.1,linear_nonunique_1,12.0,0.3199245638200734,0.1322033635448641,0.0,0.005344752959416772,1.0,4657.823974986486,1490.1523035482319,1857.581191374518,5572.743574123554,False
0,unique,unique,194.7234263999985,0.0,linear_unique_1,2.0,0.09365839002784174,0.031208367318540525,0.031043621539806835,3.2281688037385236e-05,0.000511904093882261,4158.163007972126,389.446852799997,2079.081503986063,6237.24451195819,True
1,unique,unique,194.7234263999985,0.0,linear_unique_1,4.0,0.0931751383609281,0.031218718635536342,0.031219304906718995,2.1664909999578257e-06,4.609183532092132e-07,4116.403686514307,383.54648304040506,2079.081503986063,6237.24451195819,True
2,unique,unique,194.7234263999985,0.0,linear_unique_1,6.0,0.0926789891322479,0.03121941336223946,0.03121946318969037,1.4540178666414264e-07,4.448816407581111e-10,4074.780777591591,377.6465634027037,2079.081503986063,6237.24451195819,True
3,unique,unique,194.7234263999985,0.0,linear_unique_1,8.0,0.09216990578943472,0.03121945998822621,0.031219463342460837,9.75850784841414e-09,4.4530690865815983e-13,4033.2904930501045,371.74800476585085,2079.081503986063,6237.24451195819,True
4,unique,unique,194.7234263999985,0.0,linear_unique_1,10.0,0.09164786168053111,0.031219463117487214,0.031219463342613753,6.549334066830105e-10,4.558628692585135e-16,3991.9288766337445,365.85174552424735,2079.081503986063,6237.24451195819,True
5,unique,unique,194.7234263999985,0.0,linear_unique_1,12.0,0.09111284059944577,0.031219463327504735,0.03121946334261391,4.395526216663501e-11,4.73848581933435e-19,3950.691796634933,359.9587519243367,2079.081503986063,6237.24451195819,True
6,unique,unique,194.72342639844692,1e-10,linear_unique_1,2.0,0.0936583900270526,0.03120836711772739,0.031043621209951352,3.22822715233437e-05,0.0005119050540344913,4158.163007974029,389.44685279689384,2079.0815039870145,6237.244511961044,True
7,unique,unique,194.72342639844692,1e-10,linear_unique_1,4.0,0.09317513836179252,0.03121871565296143,0.031219304411883753,2.1751671234252887e-06,4.623571530792261e-07,4116.403686514989,383.5464830440269,2079.0815039870145,6237.244511961044,True
8,unique,unique,194.72342639844692,1e-10,linear_unique_1,6.0,0.09267898913365429,0.031219379982658564,0.03121946258185196,2.4250818246118815e-07,2.2124259655819494e-09,4074.7807775915912,377.6465634084344,2079.0815039870145,6237.244511961044,True
9,unique,unique,194.72342639844692,1e-10,linear_unique_1,8.0,0.09216990578973552,0.031219396543752893,0.031219462651878634,1.9432899878927452e-07,2.0087059824718523e-09,4033.2904930507034,371.74800476711926,2079.0815039870145,6237.244511961044,True
10,unique,unique,194.72342639844692,1e-10,linear_unique_1,10.0,0.09164786168038068,0.0312193966276489,0.03121946258638932,1.940849303253794e-07,2.1992259949859926e-09,3991.928876634912,365.85174552375383,2079.0815039870145,6237.244511961044,True
11,unique,unique,194.72342639844692,1e-10,linear_unique_1,12.0,0.09111284060107665,0.03121939662802703,0.03121946253165111,1.9408383027304777e-07,2.358469124298362e-09,3950.6917966354968,359.9587519308311,2079.0815039870145,6237.244511961044,True
12,unique,unique,194.72342635644534,1e-09,linear_unique_1,2.0,0.09365839000631328,0.031208365176099928,0.03104361802314121,3.228790043475737e-05,0.0005119143175540506,4158.163007997885,389.4468527128907,2079.0815039989425,6237.244511996827,True
13,unique,unique,194.72342635644534,1e-09,linear_unique_1,4.0,0.09317513832484256,0.03121868746140769,0.031219299632060625,2.257161717830738e-06,4.762424107793677e-07,4116.403686557248,383.54648289586345,2079.0815039989425,6237.244511996827,True
14,unique,unique,194.72342635644534,1e-09,linear_unique_1,6.0,0.09267898913579752,0.031219239974741856,0.031219456710267303,6.497963742028869e-07,1.927379436673837e-08,4074.7807776250174,377.6465634202655,2079.0815039989425,6237.244511996827,True
15,unique,unique,194.72342635644534,1e-09,linear_unique_1,8.0,0.09216990581167911,0.03121924561264172,0.031219455988915883,6.333946972242904e-07,2.1372333475657097e-08,4033.290493062719,371.7480048567316,2079.0815039989425,6237.244511996827,True
16,unique,unique,194.72342635644534,1e-09,linear_unique_1,10.0,0.09164786170036374,0.03121924563836684,0.031219455289760854,6.333198581727271e-07,2.340629937701111e-08,3991.928876636857,365.851745603703,2079.0815039989425,6237.244511996827,True
17,unique,unique,194.72342635644534,1e-09,linear_unique_1,12.0,0.09111284060891535,0.031219245638482714,0.031219454706653806,6.333195210550599e-07,2.5102661135548642e-08,3950.6917966457354,359.9587519627323,2079.0815039989425,6237.244511996827,True
18,unique,unique,194.72342627409256,1e-08,linear_unique_1,2.0,0.09365838996220996,0.031208346737253624,0.031043587698603187,3.234150415450721e-05,0.0005120026146652712,4158.163008197368,389.4468525481851,2079.081504098684,6237.244512296053,True
19,unique,unique,194.72342627409256,1e-08,linear_unique_1,4.0,0.09317513807276338,0.031218457696387255,0.031219254025496655,2.9255506936258724e-06,6.088774039470813e-07,4116.4036867204695,383.54648187341195,2079.081504098684,6237.244512296053,True
20,unique,unique,194.72342627409256,1e-08,linear_unique_1,6.0,0.09267898880146658,0.031218785684915033,0.031219400764835623,1.9713677646977885e-06,1.8198623599326443e-07,4074.7807777361922,377.64656206824384,2079.081504098684,6237.244512296053,True
21,unique,unique,194.72342627409256,1e-08,linear_unique_1,8.0,0.09216990555998535,0.03121878752230111,0.03121939250446616,1.966022455224236e-06,2.0601712573725535e-07,4033.290493202564,371.748003854467,2079.081504098684,6237.244512296053,True
22,unique,unique,194.72342627409256,1e-08,linear_unique_1,10.0,0.09164786169658272,0.031218787530588554,0.0312193857677282,1.965998345459886e-06,2.2561550049041708e-07,3991.928876791327,365.85174560276636,2079.081504098684,6237.244512296053,True
23,unique,unique,194.72342627409256,1e-08,linear_unique_1,12.0,0.09111284069283082,0.03121878753062588,0.031219380150024727,1.965998236861567e-06,2.4195840472390645e-07,3950.691796874428,359.9587523150933,2079.081504098684,6237.244512296053,True
24,unique,unique,194.7234263622079,1e-07,linear_unique_1,2.0,0.0936583899849996,0.031208143480060964,0.031043249963424127,3.293288888121797e-05,0.0005129865114620447,4158.163009067206,389.4468527244158,2079.081504533603,6237.244513600809,True
25,unique,unique,194.7234263622079,1e-07,linear_unique_1,4.0,0.09317513962800233,0.03121710283214372,0.03121874410048565,6.867164226373452e-06,2.092366987759559e-06,4116.403687244856,383.5464883242631,2079.081504533603,6237.244513600809,True
26,unique,unique,194.7234263622079,1e-07,linear_unique_1,6.0,0.09267898990707671,0.03121722282513921,0.031218778326900343,6.518077127221471e-06,1.9927957451501424e-06,4074.7807789540343,377.6465666862311,2079.081504533603,6237.244513600809,True
